,index,surname,first_name,name,birth_date,twitter_url,handle,wikipedia,in_current_parliament
363,914,Kennedy,Seema,Seema Kennedy,1974-10-06,https://twitter.com/seemakennedy,@seemakennedy,https://en.wikipedia.org/wiki/Seema_Kennedy,1
364,915,Maynard,Paul,Paul Maynard,1975-12-16,https://twitter.com/PaulMaynardUK,@PaulMaynardUK,https://en.wikipedia.org/wiki/Paul_Maynard,1
365,917,Creasy,Stella,Stella Creasy,1977-04-05,https://twitter.com/stellacreasy,@stellacreasy,http://en.wikipedia.org/wiki/Stella_Creasy,1
366,918,Miliband,Ed,Ed Miliband,1969-12-24,https://twitter.com/Ed_Miliband,@Ed_Miliband,https://en.wikipedia.org/wiki/Ed_Miliband,1
367,924,Herbert,Nick,Nick Herbert,1963-04-07,https://twitter.com/nickherbertmp,@nickherbertmp,https://en.wikipedia.org/wiki/Nick_Herbert,1
368,931,Killen,Gerard,Gerard Killen,1986-05-15,https://twitter.com/Gedk,@Gedk,,1
369,933,Smith,Henry,Henry Smith,1969-05-14,https://twitter.com/HenrySmithMP,@HenrySmithMP,https://en.wikipedia.org/wiki/Henry_Smith_(British_politician),1
370,939,Flynn,Paul,Paul Flynn,1935-02-09,https://twitter.com/Paulflynnmp,@Paulflynnmp,https://en.wikipedia.org/wiki/Paul_Flynn_(politician),1
371,940,Brokenshire,James,James Brokenshire,1968-01-08,https://twitter.com/JBrokenshire,@JBrokenshire,https://en.wikipedia.org/wiki/James_Brokenshire,1
372,941,Burgon,Richard,Richard Burgon,1980-09-19,https://twitter.com/richardburgon,@richardburgon,https://en.wikipedia.org/wiki/Richard_Burgon,1
373,943,Milton,Anne,Anne Milton,1955-11-03,https://twitter.com/AnneMiltonMP,@AnneMiltonMP,https://en.wikipedia.org/wiki/Anne_Milton,1
374,945,,Carol,Carol Monaghan,1972-08-02,https://twitter.com/CMonaghanMP,@CMonaghanMP,https://en.wikipedia.org/wiki/Carol_Monaghan,1
375,946,Clark,Greg,Greg Clark,1967-08-28,https://twitter.com/GClarkUK,@GClarkUK,https://en.wikipedia.org/wiki/Greg_Clark,1
376,948,Jones,Marcus,Marcus Jones,1974-04-05,https://twitter.com/Marcus4Nuneaton,@Marcus4Nuneaton,http://en.wikipedia.org/wiki/Marcus_Jones_(British_politician),1
377,950,Graham,Luke,Luke Graham,1985,https://twitter.com/LGrahamOSP2015,@LGrahamOSP2015,,1
378,951,,Andrew,Andrew Lewer,1971-07-18,https://twitter.com/ALewerMBE,@ALewerMBE,,1
379,954,Brady,Graham,Graham Brady,1967-05-20,https://twitter.com/Graham__Brady,@Graham__Brady,https://en.wikipedia.org/wiki/Graham_Brady,1
380,958,,Michelle,Michelle Gildernew,1970-03-28,https://twitter.com/gildernewmp,@gildernewmp,,1
381,960,Barron,Kevin,Kevin Barron,1946-10-26,https://twitter.com/KevinBarronMP,@KevinBarronMP,https://en.wikipedia.org/wiki/Kevin_Barron,1
382,961,Stuart,Graham,Graham Stuart,1962-03-12,https://twitter.com/grahamstuart,@grahamstuart,http://en.wikipedia.org/wiki/Graham_Stuart_(politician),1
383,963,Woodcock,John,John Woodcock,1979-10-14,https://twitter.com/JWoodcockMP,@JWoodcockMP,https://en.wikipedia.org/wiki/John_Woodcock_%28politician%29,1
384,964,Jarvis,Dan,Dan Jarvis,1972-11-30,https://twitter.com/DanJarvisMP,@DanJarvisMP,http://en.wikipedia.org/wiki/Dan_Jarvis,1
385,967,Green,Chris,Chris Green,1973-08-12,https://twitter.com/ChrisGreenMP,@ChrisGreenMP,https://en.wikipedia.org/wiki/Chris_Green_%28politician%29,1
386,968,Mak,Alan,Alan Mak,1983-11-19,https://twitter.com/AlanMakHavant,@AlanMakHavant,https://en.wikipedia.org/wiki/Alan_Mak_%28politician%29,1
387,969,Simpson,Keith,Keith Simpson,1949-03-29,https://twitter.com/KeithSimpsonMP,@KeithSimpsonMP,http://en.wikipedia.org/wiki/Keith_Simpson_%28politician%29,1
388,970,,Liz,Liz Saville-Roberts,1964-12-16,https://twitter.com/lsrplaid,@lsrplaid,https://en.wikipedia.org/wiki/Liz_Saville-Roberts,1
389,971,Clarke,Kenneth,Kenneth Clarke,1940-07-02,https://twitter.com/KenClarkeMP,@KenClarkeMP,http://en.wikipedia.org/wiki/Kenneth_Clarke,1
390,975,Ellis,Michael,Michael Ellis,1967-10-13,https://twitter.com/Michael_Ellis1,@Michael_Ellis1,https://en.wikipedia.org/wiki/Michael_Ellis_(British_politician),1
391,978,Brabin,Tracy,Tracy Brabin,1961-05-09,https://twitter.com/tracybrabin,@tracybrabin,,1
392,981,McKinnell,Catherine,Catherine McKinnell,1976-06-08,https://twitter.com/catmckinnell,@catmckinnell,https://en.wikipedia.org/wiki/Catherine_McKinnell,1
393,987,Morton,Wendy,Wendy Morton,1967-11-09,https://twitter.com/morton_wendy,@morton_wendy,https://en.wikipedia.org/wiki/Wendy_Morton,1
394,988,Green,Damian,Damian Green,1956-01-17,https://twitter.com/DamianGreen,@DamianGreen,http://en.wikipedia.org/wiki/Damian_Green,1
395,995,McElduff,Barry,Barry McElduff,1966-08-16,https://twitter.com/BarryMcElduff,@BarryMcElduff,,1
396,1001,Williams,Hywel,Hywel Williams,1953-05-14,https://twitter.com/hywelplaidcymru,@hywelplaidcymru,https://en.wikipedia.org/wiki/Hywel_Williams,1
397,1002,Moore,Damien,Damien Moore,1980-04-26,https://twitter.com/moore4southport,@moore4southport,,1
398,1006,Smith,Catherine,Cat Smith,1985-06-16,https://twitter.com/CatSmithMP,@CatSmithMP,https://en.wikipedia.org/wiki/Cat_Smith,1
399,1011,Efford,Clive,Clive Efford,1958-07-10,https://twitter.com/CliveEfford,@CliveEfford,https://en.wikipedia.org/wiki/Clive_Efford,1
400,1014,Boles,Nicholas,Nicholas Boles,1965-11-02,https://twitter.com/NickBoles,@NickBoles,https://en.wikipedia.org/wiki/Nicholas_Boles,1
401,1022,Smith,,Royston Smith,1964-05-13,https://twitter.com/royston_smith,@royston_smith,https://en.wikipedia.org/wiki/Royston_Smith_%28politician%29,1
402,1023,Crabb,Stephen,Stephen Crabb,1973-01-20,https://twitter.com/SCrabbPembs,@SCrabbPembs,https://en.wikipedia.org/wiki/Stephen_Crabb,1
403,1028,Leslie,Chris,Chris Leslie,1972-06-28,https://twitter.com/ChrisLeslieMP,@ChrisLeslieMP,https://en.wikipedia.org/wiki/Chris_Leslie_(politician),1
404,1032,,Stephen,Stephen Gethins,1976-03-28,https://twitter.com/stephengethins,@stephengethins,https://en.wikipedia.org/wiki/Stephen_Gethins,1
405,1033,,David,David Crausby,1946-06-17,https://twitter.com/DavidCrausby,@DavidCrausby,https://en.wikipedia.org/wiki/David_Crausby,1
406,1036,Jenkin,Bernard,Bernard Jenkin,1959-04-09,https://twitter.com/bernardjenkin,@bernardjenkin,https://en.wikipedia.org/wiki/Bernard_Jenkin,1
407,1043,Knight,Greg,Greg Knight,1949-04-04,https://twitter.com/GregKnight,@GregKnight,https://en.wikipedia.org/wiki/Greg_Knight,1
408,1045,Thomas,Derek,Derek Thomas,1972-07-20,https://twitter.com/DerekThomasUK,@DerekThomasUK,https://en.wikipedia.org/wiki/Derek_Thomas_%28politician%29,1
409,1046,Jones,Helen,Helen Jones,1954-12-24,https://twitter.com/HelenJonesMP,@HelenJonesMP,https://en.wikipedia.org/wiki/Helen_Jones,1
410,1047,Hodge,Margaret,Margaret Hodge,1944-09-08,https://twitter.com/margarethodge,@margarethodge,https://en.wikipedia.org/wiki/Margaret_Hodge,1
411,1049,,David,David Duguid,1970-10-08,https://twitter.com/david_duguid,@david_duguid,,1
412,1051,David,Wayne,Wayne David,1957-07-01,https://twitter.com/WayneDavid_MP,@WayneDavid_MP,https://en.wikipedia.org/wiki/Wayne_David,1
413,1055,Berger,Luciana,Luciana Berger,1981-05-15,https://twitter.com/lucianaberger,@lucianaberger,https://en.wikipedia.org/wiki/Luciana_Berger,1
414,1056,,Robert,Bob Seely,1966,https://twitter.com/IoWBobSeely,@IoWBobSeely,,1
415,1057,Kerr,Stephen,Stephen Kerr,1960-09-26,https://twitter.com/stephenkerrMP,@stephenkerrMP,,1
416,1060,,Neil,Neil Coyle,1978-12-30,https://twitter.com/coyleneil,@coyleneil,https://en.wikipedia.org/wiki/Neil_Coyle,1
417,1064,Trickett,Jon,Jon Trickett,1950-07-02,https://twitter.com/jon_trickett,@jon_trickett,https://en.wikipedia.org/wiki/Jon_Trickett,1
418,1065,Whitehead,Alan,Alan Whitehead,1950-09-15,https://twitter.com/alanwhiteheadmp,@alanwhiteheadmp,https://en.wikipedia.org/wiki/Alan_Whitehead,1
419,1067,Williamson,Chris,Chris Williamson,1956-09-16,https://twitter.com/derbychrisw,@derbychrisw,,1
420,1069,McDonald,Stewart,Stewart McDonald,1986-08-24,https://twitter.com/stewartmcdonald,@stewartmcdonald,https://en.wikipedia.org/wiki/Stewart_McDonald_%28politician%29,1
421,1071,Baker,Steve,Steven Baker,1971-06-06,https://twitter.com/stevebakerhw,@stevebakerhw,https://en.wikipedia.org/wiki/Steve_Baker_(politician),1
422,1074,Morgan,Nicola,Nicky Morgan,1972-10-10,https://twitter.com/NickyMorgan01,@NickyMorgan01,http://en.wikipedia.org/wiki/Nicky_Morgan_%28politician%29,1
423,1080,Cameron,Lisa,Lisa Cameron,1972-04-08,https://twitter.com/lisacameronmp,@lisacameronmp,https://en.wikipedia.org/wiki/Lisa_Cameron,1
424,1081,Rimmer,Marie,Marie Rimmer,1947-04-27,https://twitter.com/MarieRimmer,@MarieRimmer,https://en.wikipedia.org/wiki/Marie_Rimmer,1
425,1082,Swire,Hugo,Hugo Swire,1959-11-30,https://twitter.com/HugoSwire,@HugoSwire,https://en.wikipedia.org/wiki/Hugo_Swire,1
426,1083,Kwarteng,Kwasi,Kwasi Kwarteng,1975-05-26,https://twitter.com/KwasiKwarteng_,@KwasiKwarteng_,https://en.wikipedia.org/wiki/Kwasi_Kwarteng,1
427,1086,Stewart,Roderick,Rory Stewart,1973-01-03,https://twitter.com/RoryStewartUK,@RoryStewartUK,https://en.wikipedia.org/wiki/Rory_Stewart,1
428,1091,,Christopher,Christopher Pincher,1969-09-24,https://twitter.com/ChrisPincher,@ChrisPincher,https://en.wikipedia.org/wiki/Christopher_Pincher,1
429,1092,Williamson,Gavin,Gavin Williamson,1976-06-25,https://twitter.com/GavinWilliamson,@GavinWilliamson,https://en.wikipedia.org/wiki/Gavin_Williamson,1
430,1093,,Andrew,Andrew Rosindell,1966-03-17,https://twitter.com/AndrewRosindell,@AndrewRosindell,https://en.wikipedia.org/wiki/Andrew_Rosindell,1
431,1094,Harper,Mark,Mark Harper,1970-02-26,https://twitter.com/Mark_J_Harper,@Mark_J_Harper,https://en.wikipedia.org/wiki/Mark_Harper,1
432,1095,Costa,Alberto,Alberto Costa,1971-11-13,https://twitter.com/AlbertoCosta,@AlbertoCosta,https://en.wikipedia.org/wiki/Alberto_Costa_%28British_politician%29,1
433,1098,,Phillip,Phillip Lee,1970-09-28,https://twitter.com/DrPhillipLeeMP,@DrPhillipLeeMP,https://en.wikipedia.org/wiki/Phillip_Lee_(politician),1
434,1100,,Sue,Sue Hayman,1962-07-28,https://twitter.com/suehayman1,@suehayman1,https://en.wikipedia.org/wiki/Sue_Hayman,1
435,1101,Garnier,Mark,Mark Garnier,1963-02-26,https://twitter.com/Mark4WyreForest,@Mark4WyreForest,https://en.wikipedia.org/wiki/Mark_Garnier,1
436,1102,Austin,Ian,Ian Austin,1965-03-06,https://twitter.com/IanAustinMP,@IanAustinMP,https://en.wikipedia.org/wiki/Ian_Austin_(politician),1
437,1103,,Lucy,Lucy Frazer,1972-05-17,https://twitter.com/LucyFrazerUK,@LucyFrazerUK,https://en.wikipedia.org/wiki/Lucy_Frazer,1
438,1105,Foster,Kevin,Kevin Foster,1978-12-31,https://twitter.com/kevin_j_foster,@kevin_j_foster,https://en.wikipedia.org/wiki/Kevin_Foster_%28politician%29,1
439,1110,,Tom,Tom Pursglove,1988-11-05,https://twitter.com/votepursglove,@votepursglove,https://en.wikipedia.org/wiki/Tom_Pursglove,1
440,1113,,Kevin,Kevin Hollinrake,1963-09-28,https://twitter.com/kevinhollinrake,@kevinhollinrake,https://en.wikipedia.org/wiki/Kevin_Hollinrake,1
441,1114,McGinn,Conor,Conor McGinn,1984-07-31,https://twitter.com/conormcginn,@conormcginn,https://en.wikipedia.org/wiki/Conor_McGinn,1
442,1115,Hodgson,Sharon,Sharon Hodgson,1966-04-01,https://twitter.com/SharonHodgsonMP,@SharonHodgsonMP,http://en.wikipedia.org/wiki/Sharon_Hodgson,1
443,1117,Harris,Carolyn,Carolyn Harris,1960-09-18,https://twitter.com/carolynharris24,@carolynharris24,https://en.wikipedia.org/wiki/Carolyn_Harris_%28politician%29,1
444,1119,Evans,Nigel,Nigel Evans,1957-11-10,https://twitter.com/ElectNigel,@ElectNigel,https://en.wikipedia.org/wiki/Nigel_Evans,1
445,1123,Johnson,Gareth,Gareth Johnson,1969-10-12,https://twitter.com/GarethJohnsonMP,@GarethJohnsonMP,https://en.wikipedia.org/wiki/Gareth_Johnson,1
446,1124,Norris,Alex,Alex Norris,1984-02-04,https://twitter.com/ANorrisMP,@ANorrisMP,,1
447,1125,Kawczynski,Daniel,Daniel Kawczynski,1972-01-24,https://twitter.com/daniel4shrews,@daniel4shrews,http://en.wikipedia.org/wiki/Daniel_Kawczynski,1
448,1127,Caulfield,Maria,Maria Caulfield,1973-08-06,https://twitter.com/mariacaulfield,@mariacaulfield,https://en.wikipedia.org/wiki/Maria_Caulfield,1
449,1128,,Robert,Robert Jenrick,1982-01-09,https://twitter.com/RobertJenrick,@RobertJenrick,http://en.wikipedia.org/wiki/Robert_Jenrick,1
450,1129,,David,David Lidington,1956-06-30,https://twitter.com/DLidington,@DLidington,http://en.wikipedia.org/wiki/David_Lidington,1
451,1130,,Chris,Chris Grayling,1962-04-01,https://twitter.com/transportgovuk,@transportgovuk,https://en.wikipedia.org/wiki/Chris_Grayling,1
452,1131,Blomfield,Paul,Paul Blomfield,1953-08-25,https://twitter.com/PaulBlomfieldMP,@PaulBlomfieldMP,http://en.wikipedia.org/wiki/Paul_Blomfield,1
453,1133,,Peter,Pete Wishart,1962-03-09,https://twitter.com/PeteWishart,@PeteWishart,https://en.wikipedia.org/wiki/Pete_Wishart,1
454,1137,Grant,Peter,Peter Grant,1960-10-12,https://twitter.com/petergrantmp,@petergrantmp,https://en.wikipedia.org/wiki/Peter_Grant_%28British_politician%29,1
455,1138,,,Kirstene Hair,1989-08-12,https://twitter.com/Kirstene4Angus,@Kirstene4Angus,,1
456,1139,Ryan,Joan,Joan Ryan,1955-09-08,https://twitter.com/joanryanenfield,@joanryanenfield,https://en.wikipedia.org/wiki/Joan_Ryan,1
457,1143,Bailey,Adrian,Adrian Bailey,1945-12-11,https://twitter.com/AdrianBailey4MP,@AdrianBailey4MP,https://en.wikipedia.org/wiki/Adrian_Bailey,1
458,1144,Bacon,Richard,Richard Bacon,1962-12-03,https://twitter.com/Bacon4SNorfolk,@Bacon4SNorfolk,http://en.wikipedia.org/wiki/Richard_Bacon_%28politician%29,1
459,1146,Freeman,George,George Freeman,1967-07-12,https://twitter.com/Freeman_George,@Freeman_George,https://en.wikipedia.org/wiki/George_Freeman_%28politician%29,1
460,1152,Latham,Pauline,Pauline Latham,1948-02-04,https://twitter.com/Pauline_Latham,@Pauline_Latham,https://en.wikipedia.org/wiki/Pauline_Latham,1
461,1155,Johnson,Caroline,Caroline Johnson,1978,https://twitter.com/drcarolinej,@drcarolinej,,1
462,1156,Buckland,Robert,Robert Buckland,1968-09-22,https://twitter.com/RobertBuckland,@RobertBuckland,http://en.wikipedia.org/wiki/Robert_Buckland,1
463,1159,,Sandy,Sandy Martin,1957-05-02,https://twitter.com/sandyofipswich,@sandyofipswich,,1
464,1160,Cash,Bill,Bill Cash,1940-05-10,https://twitter.com/BillCashMP,@BillCashMP,https://en.wikipedia.org/wiki/Bill_Cash,1
465,1161,,Kit,Kit Malthouse,1966-10-27,https://twitter.com/kitmalthouse,@kitmalthouse,https://en.wikipedia.org/wiki/Kit_Malthouse,1
466,1168,Hosie,Stewart,Stewart Hosie,1963-01-03,https://twitter.com/StewartHosieSNP,@StewartHosieSNP,https://en.wikipedia.org/wiki/Stewart_Hosie,1
467,1169,Sheppard,Tommy,Tommy Sheppard,1959-03-06,https://twitter.com/tommysheppard,@tommysheppard,https://en.wikipedia.org/wiki/Tommy_Sheppard,1
468,1174,Perry,Claire,Claire Perry,1964-04-03,https://twitter.com/TeamBluePerry,@TeamBluePerry,https://en.wikipedia.org/wiki/Claire_Perry,1
469,1176,Hinds,Damian,Damian Hinds,1969-11-27,https://twitter.com/DamianHinds,@DamianHinds,https://en.wikipedia.org/wiki/Damian_Hinds,1
470,1177,,Rebecca,Rebecca Long-Bailey,1979-09-22,https://twitter.com/rlong_bailey,@rlong_bailey,https://en.wikipedia.org/wiki/Rebecca_Long-Bailey,1
471,1178,,,Bim Afolami,1986-02-11,https://twitter.com/BimAfolami,@BimAfolami,,1
472,1179,,David,David Warburton,1965-10-28,https://twitter.com/djwarburton,@djwarburton,https://en.wikipedia.org/wiki/David_Warburton,1
473,1181,,Deborah,Debbie Abrahams,1960-09-15,https://twitter.com/Debbie_abrahams,@Debbie_abrahams,https://en.wikipedia.org/wiki/Debbie_Abrahams,1
474,1182,Stephens,Chris,Chris Stephens,1973-03-20,https://twitter.com/ChrisStephens,@ChrisStephens,https://en.wikipedia.org/wiki/Chris_Stephens_%28politician%29,1
475,1184,Corbyn,Jeremy,Jeremy Corbyn,1949-05-26,https://twitter.com/jeremycorbyn,@jeremycorbyn,http://en.wikipedia.org/wiki/Jeremy_Corbyn,1
476,1186,,Mike,Mike Gapes,1952-09-04,https://twitter.com/MikeGapes,@MikeGapes,http://en.wikipedia.org/wiki/Mike_Gapes,1
477,1188,Murray,Sheryll,Sheryll Murray,1956-02-04,https://twitter.com/sheryllmurray,@sheryllmurray,http://en.wikipedia.org/wiki/Sheryll_Murray,1
478,1190,,Alexander,Alistair Burt,1955-05-25,https://twitter.com/AlistairBurtUK,@AlistairBurtUK,https://en.wikipedia.org/wiki/Alistair_Burt,1
479,1191,Hazzard,Chris,Christopher Hazzard,1984-08-20,https://twitter.com/ChrisHazzardSF,@ChrisHazzardSF,,1
480,1193,,Khalid,Khalid Mahmood,1961-07-13,https://twitter.com/khalid4PB,@khalid4PB,https://en.wikipedia.org/wiki/Khalid_Mahmood_(British_politician),1
481,1194,Docherty,Leo,Leo Docherty,1976-10-04,https://twitter.com/LeoDochertyUK,@LeoDochertyUK,,1
482,1197,Gyimah,Sam,Sam Gyimah,1976-08-10,https://twitter.com/SamGyimah,@SamGyimah,https://en.wikipedia.org/wiki/Sam_Gyimah,1
483,1198,Chapman,Douglas,Douglas Chapman,1955-01-05,https://twitter.com/dougchapmansnp,@dougchapmansnp,https://en.wikipedia.org/wiki/Douglas_Chapman_%28Scottish_politician%29,1
484,1199,Goodwill,Robert,Robert Goodwill,1956-12-31,https://twitter.com/transportgovuk,@transportgovuk,http://en.wikipedia.org/wiki/Robert_Goodwill,1
485,1202,Wilson,Phil,Phil Wilson,1959-05-31,https://twitter.com/MPphilwilson,@MPphilwilson,https://en.wikipedia.org/wiki/Phil_Wilson_(British_politician),1
486,1206,Lewis,Ivan,Ivan Lewis,1967-03-04,https://twitter.com/IvanLewis_MP,@IvanLewis_MP,https://en.wikipedia.org/wiki/Ivan_Lewis,1
487,1208,Gillan,Cheryl,Cheryl Gillan,1952-04-21,https://twitter.com/CherylGillan,@CherylGillan,https://en.wikipedia.org/wiki/Cheryl_Gillan,1
488,1212,Robertson,Laurence,Laurence Robertson,1958-03-29,https://twitter.com/lrobertsonTewks,@lrobertsonTewks,https://en.wikipedia.org/wiki/Laurence_Robertson,1
489,1213,Brennan,Kevin,Kevin Brennan,1959-10-16,https://twitter.com/KevinBrennanMP,@KevinBrennanMP,https://en.wikipedia.org/wiki/Kevin_Brennan_(politician),1
490,1216,Hobhouse,Wera,Wera Hobhouse,1960-02-08,https://twitter.com/Wera_Hobhouse,@Wera_Hobhouse,,1
491,1218,,,Rosena Allin-Khan,1977-01-01,https://twitter.com/DrRosena,@DrRosena,,1
492,1219,Blunt,Crispin,Crispin Blunt,1960-07-15,https://twitter.com/CrispinBlunt,@CrispinBlunt,https://en.wikipedia.org/wiki/Crispin_Blunt,1
493,1222,Lamb,Norman,Norman Lamb,1957-09-16,https://twitter.com/normanlamb,@normanlamb,https://en.wikipedia.org/wiki/Norman_Lamb,1
494,1224,,Ruth,Ruth Cadbury,1959-05-14,https://twitter.com/ruthcadbury,@ruthcadbury,https://en.wikipedia.org/wiki/Ruth_Cadbury,1
495,1234,Brock,Deidre,Deidre Brock,1961-12-08,https://twitter.com/deidrebrock,@deidrebrock,https://en.wikipedia.org/wiki/Deidre_Brock,1
496,1238,Fox,Liam,Liam Fox,1961-09-22,https://twitter.com/LiamFoxMP,@LiamFoxMP,https://en.wikipedia.org/wiki/Liam_Fox,1
497,1239,Matheson,Chris,Chris Matheson,1968-01-02,https://twitter.com/chrism4chester,@chrism4chester,https://en.wikipedia.org/wiki/Chris_Matheson_%28British_politician%29,1
498,1241,Opperman,Guy,Guy Opperman,1965-05-18,https://twitter.com/GuyOpperman,@GuyOpperman,https://en.wikipedia.org/wiki/Guy_Opperman,1
499,1244,Robinson,Mary,Mary Robinson,1955-08-23,https://twitter.com/maryrobinson01,@maryrobinson01,https://en.wikipedia.org/wiki/Mary_Robinson_%28British_politician%29,1
500,1247,,Rachael,Rachael Maskell,1972-07-05,https://twitter.com/rachaelmaskell,@rachaelmaskell,https://en.wikipedia.org/wiki/Rachael_Maskell,1
501,1249,James,Margot,Margot James,1957-08-28,https://twitter.com/margot4stour,@margot4stour,https://en.wikipedia.org/wiki/Margot_James,1
502,1250,Swinson,Jo,Jo Swinson,1980-02-05,https://twitter.com/joswinson,@joswinson,,1
503,1251,McLaughlin,Patrick,Patrick McLoughlin,1957-11-30,https://twitter.com/Patrick4Dales,@Patrick4Dales,https://en.wikipedia.org/wiki/Patrick_McLoughlin,1
504,1252,Hoyle,Lindsay,Lindsay Hoyle,1957-06-10,https://twitter.com/LindsayHoyle_MP,@LindsayHoyle_MP,https://en.wikipedia.org/wiki/Lindsay_Hoyle,1
505,1253,,Steve,Steve Double,1966-12-19,https://twitter.com/stevedouble,@stevedouble,https://en.wikipedia.org/wiki/Steve_Double,1
506,1254,Sandbach,Antoinette,Antoinette Sandbach,1969-02-15,https://twitter.com/ASandbachMP,@ASandbachMP,https://en.wikipedia.org/wiki/Antoinette_Sandbach,1
507,1257,,Barry,Barry Sheerman,1940-08-17,https://twitter.com/BarrySheerman,@BarrySheerman,https://en.wikipedia.org/wiki/Barry_Sheerman,1
508,1260,Grant,Helen,Helen Grant,1961-09-28,https://twitter.com/HelenGrantMP,@HelenGrantMP,https://en.wikipedia.org/wiki/Helen_Grant_(politician),1
509,1263,Garman,Harriet,Harriet Harman,1950-07-30,https://twitter.com/HarrietHarman,@HarrietHarman,http://en.wikipedia.org/wiki/Harriet_Harman,1
510,1264,Afriyie,Adam,Adam Afriyie,1965-08-04,https://twitter.com/AdamAfriyie,@AdamAfriyie,http://en.wikipedia.org/wiki/Adam_Afriyie,1
511,1267,Lavery,Ian,Ian Lavery,1963-01-06,https://twitter.com/IanLaveryMP,@IanLaveryMP,https://en.wikipedia.org/wiki/Ian_Lavery,1
512,1271,O'Hara,Brendan,Brendan O'Hara,1963-04-27,https://twitter.com/brendanoharasnp,@brendanoharasnp,https://en.wikipedia.org/wiki/Brendan_O%27Hara,1
513,1274,Gardiner,Barry,Barry Gardiner,1957-03-10,https://twitter.com/BarryGardiner,@BarryGardiner,https://en.wikipedia.org/wiki/Barry_Gardiner,1
514,1276,Wiggin,Bill,Bill Wiggin,1966-06-04,https://twitter.com/BillWigginMP,@BillWigginMP,https://en.wikipedia.org/wiki/Bill_Wiggin,1
515,1278,Brown,Alan,Alan Brown,1970-08-12,https://twitter.com/alanbrownsnp,@alanbrownsnp,https://en.wikipedia.org/wiki/Alan_Brown_%28Scottish_politician%29,1
516,1285,Donaldson,Jeffrey,Jeffrey M. Donaldson,1962-12-07,https://twitter.com/J_Donaldson_MP,@J_Donaldson_MP,https://en.wikipedia.org/wiki/Jeffrey_Donaldson,1
517,1286,,Jack,Jack Dromey,1948-09-29,https://twitter.com/JackDromeyMP,@JackDromeyMP,https://en.wikipedia.org/wiki/Jack_Dromey,1
518,1293,,Andrea,Andrea Jenkyns,1974-06-16,https://twitter.com/andreajenkyns,@andreajenkyns,https://en.wikipedia.org/wiki/Andrea_Jenkyns,1
519,1297,,Nick,Nick Thomas-Symonds,1980-05-26,https://twitter.com/nicktorfaenmp,@nicktorfaenmp,https://en.wikipedia.org/wiki/Nick_Thomas-Symonds,1
520,1298,Mordaunt,Penny,Penny Mordaunt,1973-03-04,https://twitter.com/PompeyToryParty,@PompeyToryParty,https://en.wikipedia.org/wiki/Penny_Mordaunt,1
521,1299,Pollard,Luke,Luke Pollard,1980-04-10,https://twitter.com/LukePollard,@LukePollard,,1
522,1300,Gibson,Patricia,Patricia Gibson,1968-05-12,https://twitter.com/PGibsonSNP,@PGibsonSNP,https://en.wikipedia.org/wiki/Patricia_Gibson,1
523,1301,Hart,Simon,Simon Hart,1963-08-15,https://twitter.com/Simonhartmp,@Simonhartmp,https://en.wikipedia.org/wiki/Simon_Hart,1
524,1302,,Chris,Chris Law,1969-10-21,https://twitter.com/chrislawsnp,@chrislawsnp,https://en.wikipedia.org/wiki/Chris_Law_%28British_politician%29,1
525,1303,McCabe,Steve,Steve McCabe,1955-08-04,https://twitter.com/steve_mccabe,@steve_mccabe,https://en.wikipedia.org/wiki/Steve_McCabe_(politician),1
526,1305,Amesbury,Mike,Mike Amesbury,1969-05-07,https://twitter.com/MikeAmesbury,@MikeAmesbury,,1
527,1306,,Lucy,Lucy Allan,1964-10-02,https://twitter.com/lucyallan,@lucyallan,http://en.wikipedia.org/wiki/Lucy_Allan_%28Conservative_politician%29,1
528,1308,Brady,Mickey,Mickey Brady,1950-10-07,https://twitter.com/MickeyBradySF,@MickeyBradySF,https://en.wikipedia.org/wiki/Mickey_Brady,1
529,1310,Hunt,Jeremy,Jeremy Hunt,1966-11-01,https://twitter.com/Jeremy_Hunt,@Jeremy_Hunt,https://en.wikipedia.org/wiki/Jeremy_Hunt_(politician),1
530,1313,McNally,John,John McNally,1951-02-01,https://twitter.com/johnmcnallymp,@johnmcnallymp,https://en.wikipedia.org/wiki/John_McNally_%28politician%29,1
531,1314,,Jonathan,Jonathan Djanogly,1965-06-03,https://twitter.com/JDjanogly,@JDjanogly,https://en.wikipedia.org/wiki/Jonathan_Djanogly,1
532,1317,,Christopher,Chris Heaton-Harris,1967-11-28,https://twitter.com/chhcalling,@chhcalling,https://en.wikipedia.org/wiki/Chris_Heaton-Harris,1
533,1319,McPartland,Stephen,Stephen McPartland,1976-08-09,https://twitter.com/SMcPartland,@SMcPartland,https://en.wikipedia.org/wiki/Stephen_McPartland,1
534,1322,Murrison,Andrew,Andrew Murrison,1961-04-24,https://twitter.com/AWMurrison,@AWMurrison,https://en.wikipedia.org/wiki/Andrew_Murrison,1
535,1323,Docherty,Martin,Martin Docherty,1971-01-21,https://twitter.com/martinjdocherty,@martinjdocherty,http://en.wikipedia.org/wiki/Martin_Docherty,1
536,1326,Morris,David,David Morris,1966-01-03,https://twitter.com/davidmorrisml,@davidmorrisml,https://en.wikipedia.org/wiki/David_Morris_(Conservative_politician),1
537,1327,Burns,Conor,Conor Burns,1972-09-24,https://twitter.com/Conor_BurnsMP,@Conor_BurnsMP,https://en.wikipedia.org/wiki/Conor_Burns,1
